आफ्रिकाखण्डः	Afrika
तर्जनी	Pekefinger
हास्टिंग्स बान्डा	Hastings Banda
दण्डकूर्दनम्	Stavsprang
ब्राह्मीलिपिः	Brahmi-skrift
अर्जुनः	Arjuna
मिग्नेल् सर्वेटस्	Miguel Serveto
अयोध्या	Ayodhya
गङ्गटोक्	Gangtok
धर्मशाला, हिमाचलप्रदेशः	Dharamsala
जुलियन श्विंगर	Julian Seymour Schwinger
विलिस इ लाम्ब	Willis Eugene Lamb
राष्ट्रियध्वजः	Nasjonalflagg
दाहोदमण्डलम्	Dahod (distrikt)
कार्लो रुबिया	Carlo Rubbia
त्रिः कूर्दनम्	Tresteg
राबर्ट १	Robert I av Skottland
कुतुब् मिनार्	Qutb Minar
डैनी वेल्बेक	Danny Welbeck
चन्द्रगुप्तमौर्यः	Chandragupta Maurya
पुराणानि	Puranaene
हनुमान्	Hanuman
पत्नी	Hustru
शिक्षकदिनम् (भारतम्)	Lærerdag
राष्ट्रियपुस्तकालयः (इजरायल्)	Israels nasjonalbibliotek
नेविल एफ मोट्ट	Nevill Francis Mott
एल्लोरागुहाः	Ellorahulene
पाणिनिः	Pāṇini
मेल्विन श्वार्ट्ज	Melvin Schwartz
निकोलास ब्लोम्बर्गन	Nicolaas Bloembergen
इस्कान् संस्था	ISKCON
हिब्रूभाषा-अकादमी	Akademiet for hebraisk språk
आर्थर एल शालो	Arthur Leonard Schawlow
मेमेन्टो	Memento
जेम्स रेनवाटर	James Rainwater
विलियम डी फिलिप्स	William Daniel Phillips
मार्टिन राइल	Martin Ryle
फिलिप दबल्यु एन्डरसन	Philip Warren Anderson
फ्रान्सिस् गाल्टन्	Francis Galton
लुक्रेजिया बोर्गिया	Lucrezia Borgia
सीता	Sita
गोदावरीनदी	Godavari
प्राकृतम्	Prakritspråk
श्री अरविन्दः	Sri Aurobindo
अनामिका	Ringfinger
ऐजोल	Aizawl
छन्दः	Metrikk
लीयोन एम लीडरमन	Leon M. Lederman
चार्ल्स बार्क्ले	Charles Barkley
ए जे लेगेट	Anthony James Leggett
काजीराङ्गाराष्ट्रियोद्यानम्	Kaziranga nasjonalpark
वर्नियरमापकम्	Nonius
उष्णरक्तप्राणिनः	Jevnvarm
जेम्स क्रोनिन	James Cronin
कृष्णा	Krishna (elv)
केनेथ् जी विल्सन्	Kenneth G. Wilson
हीनयानम्	Hinayana
राजेन्द्र प्रसाद	Rajendra Prasad
देहरादून	Dehradun
गुवाहाटी	Guwahati
विश्वपरिसरदिनम्	Verdens miljødag
बार्बर मेक्लिन्टाक्	Barbara McClintock
उपमालङ्कारः	Simile
विशाखपट्टणमण्डलम्	Visakhapatnam
विजयवाडा	Vijayawada
जोधपुरम्	Jodhpur
अजमेर	Ajmer
जोनास् एड्वर्ड् साक्	Jonas Salk
उज्जैन	Ujjain
लुधियाना	Ludhiana
मेरठ	Meerut
उदयपुरम्	Udaipur
औरङ्गाबाद् (महाराष्ट्रम्)	Aurangabad (Maharashtra)
बीकानेर	Bikaner
जबलपुरम्	Jabalpur
कास्सोवारिस्	Kasuarer
रिचार्ड इ टेलर	Richard E. Taylor
अलिगढ, उत्तरप्रदेशः	Aligarh
अमृतसरमण्डलम्	Amritsar (distrikt)
ग्यास्पर्डड-गुस्ताव डि कोरियोलिस	Gaspard-Gustave Coriolis
सामाजिकमाध्यमानि	Sosiale medier
ब्रह्मगुप्तः	Brahmagupta
प्लासीयुद्धम्	Slaget ved Plassey
गुरुग्रन्थसाहिब	Adi Granth
पोर्ट्ब्लेरः	Port Blair
रिचर्ड क्रामवेल	Richard Cromwell
जेर्टि थेरेसा कोरि	Gerty Cori
सिरोहीमण्डलम्	Sirohi (distrikt)
गाझियाबाद्, उत्तरप्रदेशः	Ghaziabad (India)
संस्कृतम्.ओआरजी	Urt
उडुपचालनक्रीडा	Rafting
कटकम्	Cuttack
ठाणे	Thane
शिलाङ्ग	Shillong
ट्रिचिमलैदुर्गम्	Tiruchirappalli
इन्द्रियनिग्रहः	Kyskhet
महाबलिपुरम्	Mamallapuram
इम्फाल	Imphal
मु अम्मर् गडाफ़ि	Saif al-Islam
पटियाला	Patiala
फेडेरिको माकेडा	Federico Macheda
भारतचीनयुद्धम्	Den sino-indiske krig
सूत्रम्	Sutra
काञ्चिपुरम्	Kānchipuram
बरेली	Bareilly
वारङ्गल् दुर्गम्	Warangal
प्रकृतिचिकित्सा	Naturmedisin
पणजी	Panaji
वितस्ता	Jhelum (elv)
एड्डिङ्गटन् सर् अर्थर् स्ट्यान्ले	Arthur Eddington
नारिकेलतैलम्	Kokosolje
नालन्दाविश्वविद्यालयः	Nalanda
चम्पा	Champa
चन्द्रभागा	Chenab (elv)
मोरारजी देसाई	Morarji Desai
नडियाद	Nadiad
नारङ्गफलरसः	Appelsinjuice
दलितजनः	Dalit
आर् लेनेक् मानारल्	René Laënnec
नाविकनीलः	Ultramarin
डैरेन गिब्सन	Darron Gibson
ध्रुवीय उपग्रह प्रक्षेपण यानम्	Polar Satellite Launch Vehicle
कन्याकुमारी	Kanyakumari
जेम्स ३	Jakob III av Skottland
मधुरै	Madurai
कलियुगम्	Kali Yuga
भारतस्य राष्ट्रियपञ्चाङ्गम्	Indisk nasjonalkalender
भारतीय-अन्तरिक्ष-अनुसन्धान-सङ्घटनम् (ISRO)	Indian Space Research Organisation
कस्तूरिमृगः	Moskushjorter
लोकसभा	Lok Sabha
पतञ्जलिः	Patanjali
बोअ क्वोन्	BoA (sanger)
अटल बिहारी वाजपेयी	Atal Bihari Vajpayee
पञ्चतन्त्रम्	Panchatantra
नर्मदानदी	Narmada
मगधदेश:	Magadha
कोहिमा	Kohima
श्रीविजयराजवंशः	Shrivijaya
आल्लाह्	Allah
भक्तिवेदान्तस्वामी प्रभुपादः	A.C. Bhaktivedanta Swami Prabhupada
शुष्कफलानि	Tørket frukt
जेम्स १ (स्काटलैंड)	Jakob I av Skottland
के आर् नारायणन्	K. R. Narayanan
केवलादेव्-राष्ट्रियोद्यानम्	Keoladeo nasjonalpark
छत्रपतिशिवाजीटर्मिनस्	Chhatrapati Shivaji Terminus
अथर्ववेदः	Atharvaveda
पाण्डवाः	Pandavaene
सामवेदः	Samaveda
सुरेन्द्रनगरमण्डलम्	Surendranagar (distrikt)
सोलापुरम्	Solapur
कल्पना चावला	Kalpana Chawla
दाण्डीयात्रा	Saltmarsjen
डेविड २	David II av Skottland
छत्रपति शिवाजी	Shivaji
मिन्दौगः	Mindaugas I av Litauen
सहारनपुरम्	Saharanpur
जैसलमेर	Jaisalmer
भावनगरम्	Bhavnagar
झान्सी	Jhansi
गोरखपुरम्	Gorakhpur
लाल बहादूर शास्त्री	Lal Bahadur Shastri
राज्यसभा	Rajya Sabha
महर्षि महेश योगी	Maharishi Mahesh Yogi
ऐन्डर्स लिनडेगार्ड	Anders Lindegaard
भारतद्वारम्	India Gate
सरोजिनी नायुडु	Sarojini Naidu
गया	Gaya (India)
लम्बाणिजनाङ्गः	Lambadier
यष्टी	Lakrisplante
अमरेलीमण्डलम्	Amreli (distrikt)
कस्तूरबा	Kasturba Gandhi
आरण्यकम्	Aranyaka
जार्ज ५	Georg V av Storbritannia
बेळगावी	Belgaum
इन्दोनेशिया राष्ट्रपति सूची	Liste over Indonesias presidenter
कवरत्ती	Kavaratti
विन्ध्यः	Vindhyafjellene
दिसपुर	Dispur
बाष्पस्थाली	Trykkoking
जेम्स २ (स्काटलैंड)	Jakob II av Skottland
पी वी नरसिंह राव्	P. V. Narasimha Rao
ग्रन्थसम्पादनप्रविधिः	Tekstkritikk
यानम्, पाण्डीचेरी	Yanam (by)
नोयडा	Noida
वन्दे मातरम्	Vande Mataram
श्वेताम्बरः सम्प्रदायः	Svetambara
जार्ज ६	Georg VI av Storbritannia
चम्पावतमण्डलम्	Champawat (distrikt)
कोटो (वाद्यम्)	Koto (musikkinstrument)
राबर्ट ३	Robert III av Skottland
लियाण्डर् पेस्	Leander Paes
जार्ज् वाशिङ्ग्टन् कार्वर्	George Washington Carver
डयोस्कोरिडीस्	Dioskorides
आर् वेङ्कटरामन्	Ramaswamy Venkataraman
इडुक्की मण्डलम्	Idukki (distrikt)
वलसाड	Valsad
पुरुलियामण्डलम्	Purulia (distrikt)
मरीचिका (भौतविज्ञानम्)	Luftspeiling
धात्री	Amla
जाह्न बालियोल	Johan Balliol
बेन अमोस	Ben Amos
कबीरदासः	Kabir
अश्वघोषः	Asvaghosa
महेशभूपतिः	Mahesh Bhupathi
बालगङगाधरतिलकः	Bal Gangadhar Tilak
वि वि गिरि	Varahagiri Venkata Giri
राबर्ट २	Robert II av Skottland
खान् अब्दुल् गफार् खान्	Khan Abdul Ghaffar Khan
गुरु गोविन्द सिंह	Gobindh Singh
तुलसीदासः	Tulsidas
गोपालकृष्ण गोखले	Gopal Krishna Gokhale
भारतस्य राष्ट्रपतिः	Indias president
बिन्दुसारः	Bindusara
फखरुद्दीन अली अहमद	Fakhruddin Ali Ahmed
इरावती	Ravi (elv)
सिलवासा	Silvassa
बीजपूरफलम्	Guavaslekten
अश्वत्थवृक्षः	Bodhi-treet
कोल्लम्	Kollam
मनुस्मृतिः	Manus lover
भारतरत्नम्	Bharat Ratna
घृतम्	Ghi
सारनाथम्	Sarnath
मावेन् अन्तरिक्षयानम्	MAVEN
उत्पतनी	Trampoline
मेरी कोम्	Mary Kom
कोटा	Kota (Rajasthan)
मोरादाबाद्	Moradabad
शङ्कर दयाल शर्मा	Shankar Dayal Sharma
आर के नारायणन्	R.K. Narayan
चन्द्रशेखरसिंह	Chandra Shekhar Singh
काजी नजरुल इसलाम	Nazrul Islam
ज्ञानी जैल सिंह	Giani Zail Singh
जयदेव आचार्यः	Jayadeva
भर्तृहरिः	Bhartṛhari
नीलं सञ्जीव रेड्डि	Neelam Sanjiva Reddy
एरण्डतैलम्	Lakserolje
उत्तर २४ परगणामण्डलम्	North 24 Parganas (distrikt)
नोबल पुरस्कार-विजेतानां सूची	Liste over nobelprisvinnere
औरङ्गाबाद	Aurangabad
हिन्दुस्थानवैमानिकसंस्था (HAL)	Hindustan Aeronautics Limited
आदिवासिनः	Adivasi
जरनैल सिंह भिण्डरांवाले	Jarnail Singh Bhindranwale
महम्मद हामिद आन्सारि	Mohammad Hamid Ansari
रायपुर	Raipur
धार्मिकपर्वाणि	Høytid
राजेन्द्रकुमारः पचौरि	Rajendra Pachauri
बङ्किमचन्द्र चट्टोपाध्याय	Bankim Chandra Chattopadhyay
विक्रम सेठ	Vikram Seth
ध्यानचन्द	Dhyan Chand
महाभाष्यम्	Mahabhasya
गीतगोविन्दम्	Gitagobinda
अग्निः	Agni
अहमदाबादमण्डलम्	Ahmedabad (distrikt)
अहमदनगरमण्डलम्	Ahmadnagar (distrikt)
मातारामराजवंशः	Kongedømmet Mataram
कारगिलयुद्धम्	Kargilkrigen
अजमेरमण्डलम्	Ajmer (distrikt)
खाद्यतैलम्	Matolje
रामनगरमण्डलम्	Ramanagara (distrikt)
पाटलः	Rosa
उत्तरपूर्वदेहलीमण्डलम्	North East Delhi (distrikt)
कृष्णजन्माष्टमी	Krishna Janmashtami
अलवरमण्डलम्	Alwar (distrikt)
अम्बाला	Ambala
अम्बेडकरनगरमण्डलम्	Ambedkar Nagar (distrikt)
आमेर	Fort Amber
बीदरनगरम्	Bidar
सायना नेहवाल	Saina Nehwal
एनी बेसन्ट्	Annie Besant
विजयलक्ष्मी पण्डित	Vijaya Lakshmi Pandit
1.4 वृत्तिसारूप्यमितरत्र …	Banyan
मीराबाई	Mirabai
होय्सळवंशः	Hoysalariket
भारतीयलिपयः	Indisk skrift
विजय् अमृतराज्	Vijay Amritraj
जे.आर्.डि.टाटा	J. R. D. Tata
भैरोंसिंह शेखावत	Bhairon Singh Shekhawat
विनायक दामोदर सावरकर	Vinayak Damodar Savarkar
एडवर्ड बालियोल	Edvard Balliol
भारतस्य संविधानम्	Indias grunnlov
चार्वाकदर्शनम्	Charvakaer
गोमतीनदी	Gomti
कशेरुः	Ryggsøyle
लुईस नानी	Nani
मानवरहितविमानम्	Drone
मुहम्मद इकबाल	Muhammad Iqbal
मुद्गः	Mungbønne
औरङ्गजेबः	Aurangzeb
आणन्दमण्डलम्	Anand (distrikt)
नद्यावली विस्तारः च	Liste over verdens lengste elver
हुमायून्	Humayun
श्रीगङ्गानगरम्	Ganganagar
भारतस्य प्रधानमन्त्रिणः	Liste over Indias statsministere
शक्तिदेवी	Devi
२०१४ एशिया क्रीडाः	Asialekene 2014
है हे नदी	Hai He
मडगांव	Margao
अकोलामण्डलम्	Akola (distrikt)
रीवामण्डलम्	Rewa (distrikt)
दक्षिणदिनाजपुर-मण्डलम्	Dakshin Dinajpur (distrikt)
सबाधधावनम्	Hekkeløp
दक्षिणभारतम्	Sør-India
बृहदारण्यकोपनिषत्	Brihadaranyaka upanishad
हुगलिमण्डलम्	Hugli (distrikt)
पश्चिमदेहलीमण्डलम्	West Delhi (distrikt)
नाट्यशास्त्रम् (ग्रन्थः)	Natyashastra
प्राचीनगोवा	Gamle Goa
बसप्प दानप्प जत्ति	Basappa Danappa Jatti
मुहम्मद हिदायतुल्लाह	Muhammad Hidayatullah
झार्सुगुड मण्डलम्	Jharsuguda (distrikt)
उशनाः	Shukra
वडोदरामण्डलम्	Vadodara (distrikt)
उत्तरकन्नडमण्डलम्	Uttara Kannada (distrikt)
बलियामण्डलम्	Ballia (distrikt)
एडवर्ड ८	Edvard VIII av Storbritannia
मैसूरुमण्डलम्	Mysore (distrikt)
औरङ्गाबादमण्डलम्	Aurangabad (distrikt i Maharashtra)
न्यायदर्शनम्	Nyaya
राजसमन्दमण्डलम्	Rajsamand (distrikt)
सिन्धुलिपिः	Indusskriften
हितोपदेशः	Hitopadesha
आग्रामण्डलम्	Agra (distrikt)
सोनभद्रमण्डलम्	Sonbhadra (distrikt)
रमाबायीनगरमण्डलम्	Ramabai Nagar (distrikt)
पश्चिमसिक्किममण्डलम्	West Sikkim (distrikt)
सेवफलरसः	Eplemost
श्योपुरमण्डलम्	Sheopur (distrikt)
अङ्गुली	Finger
उमरियामण्डलम्	Umaria (distrikt)
होशङ्गाबादमण्डलम्	Hoshangabad (distrikt)
भारतीयप्रौद्योगिकसंस्थानानि (IIT)	Indian Institute of Technology
दधि	Ostemasse
कन्नौजमण्डलम्	Kannauj (distrikt)
दीव	Diu
जबलपुरमण्डलम्	Jabalpur (distrikt)
बाराबङ्कीमण्डलम्	Barabanki (distrikt)
कारैकलमण्डलम्	Karaikal (distrikt)
माहेमण्डलम्	Mahe (distrikt)
पाण्डीचेरीनगरम्	Puducherry (by)
बालाघाटमण्डलम्	Balaghat (distrikt)
रावेल मॉरिसन	Ravel Morrison
सर्वभारतीय-अण्णा द्राविड मुन्नेत्र कळगम् (ए आइ ए डि एम् के)	All India Anna Dravida Munnetra Kazhagam
वैशेषिकदर्शनम्	Vaisheshika
रतलाम	Ratlam
सिर्मौरमण्डलम्	Sirmaur (distrikt)
स्थिरवलयलम्	Ringer
खोर्धा मण्डलम्	Khordha (distrikt)
वेष्ट्-इण्डीस्	Karibia
देहलीविश्वविद्यालयः	Delhi-universitetet
मसूरी	Mussoorie
तापीमण्डलम्	Tapi (distrikt)
बून्दीमण्डलम्	Bundi (distrikt)
हेन्री ७	Henrik VII av England
तेलङ्गाणाराज्यम्	Telangana
राष्ट्रपतिभवनम्	Rashtrapati Bhavan
श्रीमद्भागवतपुराणम्	Bhagavata-Purana
भद्रक् मण्डलम्	Bhadrak (distrikt)
शौचम्	Renhold
युग्मदण्डम्	Skranke
नान्देडमण्डलम्	Nanded (distrikt)
उत्तरदेहलीमण्डलम्	North Delhi (distrikt)
महाचोळमन्दिराणि	De store Chola-templene
संसद्‍ (भारतम्)	Indias parlament
बस्ति, उत्तरप्रदेशः	Basti (distrikt)
वाल्मीकिः	Valmiki
आर्यसमाजः	Arya Samaj
अष्टाङ्गयोगः	Ashtanga Vinyasa Yoga
काङ्ग्रामण्डलम्	Kangra (distrikt)
ऋग्वेदः	Rigveda
देवरियामण्डलम्	Deoria (distrikt)
केदैञै	Kėdainiai
विनोद खोसला	Vinod Khosla
प्राचीनज्योतिषम्	Jyotisha
काव्यविमर्शः	Nykritikk
इन्दौरमण्डलम्	Indore (distrikt)
अश्वारोहक्रीडा	Buzkashi
कटनीमण्डलम्	Katni (distrikt)
पुष्करनगरम्	Pushkar
मामितमण्डलम्	Mamit (distrikt)
हावेरीमण्डलम्	Haveri (distrikt)
उत्तरपश्चिमदेहलीमण्डलम्	North West Delhi (distrikt)
अलिगढमण्डलम्	Aligarh (distrikt)
सिन्धुदुर्गमण्डलम्	Sindhudurg (distrikt)
नैनिताल	Nainital
छान्दोग्योपनिषत्	Chāndogya upanishad
गंजम् मण्डलम्	Ganjam (distrikt)
रमोन् मैग्सेसे-पुरस्कारः	Ramon Magsaysay-prisen
बीकानेरमण्डलम्	Bikaner (distrikt)
नहान्	Nahan
भारतीय प्रौद्यौगिकी संस्थानम् कानपुर्	Indian Institute of Technology Kanpur
अझमगढमण्डलम्	Azamgarh (distrikt)
बि एम् डब्ल्यू सिक्स् सीरीज्	BMW 6-serie
दक्षिण-अण्डमानमण्डलम्	South Andaman (distrikt)
उत्तरमध्य-अण्डमानमण्डलम्	North and Middle Andaman (distrikt)
निकोबारमण्डलम्	Nikobarene (distrikt)
बाबरः	Babur
भुज	Bhuj
बालंगिर् मण्डलम्	Balangir (distrikt)
बनासकाठामण्डलम्	Banaskantha (distrikt)
बेङ्गळूरुग्रामान्तरमण्डलम्	Bangalore Rural
बांसवाडामण्डलम्	Banswara (distrikt)
बर्धमानमण्डलम्	Bardhaman (distrikt)
बारागर् मण्डलम्	Bargarh (distrikt)
बीडमण्डलम्	Beed (distrikt)
बेळगावीमण्डलम्	Belgaum (distrikt)
द्वारकाद्वीपः	Dwarka
ब्राह्मणम्	Brahmana
संस्कृतसाहित्यशास्त्रम्	Poetikk
तिरुपुर	Tiruppur
लाहौल्-स्पितीमण्डलम्	Lahul and Spiti (distrikt)
योगाचाराः	Yogacara
मीमांसा	Mīmāṃsā
महाशिवरात्रिः	Shivanatten
खण्डशर्करा	Kandissukker
दत्तात्रेयः	Dattatreya
भरतपुरमण्डलम्	Bharatpur (distrikt)
भरुचमण्डलम्	Bharuch (distrikt)
भावनगरमण्डलम्	Bhavnagar (distrikt)
राष्ट्रकूटवंशः	Rashtrakuta-dynastiet
भारतीय प्रौद्यौगिकी संस्थानम् मदरास्	Indian Institute of Technology Chennai
बीजुजनतादलम्	Biju Janata Dal
चामराजनगरमण्डलम्	Chamarajanagar (distrikt)
शिल्पकला	Kunsthåndverk
भारतस्य राष्ट्रपतयः	Liste over Indias presidenter
कांशीरामनगरमण्डलम्	Kanshiram Nagar (distrikt)
उज्जैनमण्डलम्	Ujjain (distrikt)
विकिपीडिया:साहाय्यम्	Hjelp:Portal
टोङ्कमण्डलम्	Tonk (distrikt)
ज्ञानपीठप्रशस्तिः	Jnanpith-prisen
वेदाङ्गम्	Vedanga
अलप्पुळामण्डलम्	Alappuzha (distrikt)
गुनामण्डलम्	Guna (distrikt)
सिरोही	Sirohi
ठाणेमण्डलम्	Thane (distrikt)
तुङ्गभद्रा	Tungabhadra
राहुः	Rahu
दक्षिणकन्नडमण्डलम्	Dakshina Kannada (distrikt)
मिर्जापुरम्	Mirzapur
कोप्पळ	Koppal (distrikt)
हासनमण्डलम्	Hassan (distrikt)
जगत्सिंगपुर् मण्डलम्	Jagatsinghpur (distrikt)
वातामक्षीरम्	Mandelmelk
वर्धामण्डलम्	Wardha (distrikt)
किशन कान्त	Krishan Kant
पाण्डीचेरीमण्डलम्	Puducherry (distrikt)
यास्कः	Yāska
कोटामण्डलम्	Kota (distrikt)
गाझिपुरम्	Ghazipur
झुञ्झुनु	Jhunjhunu
वर्कले	Varkala
जौनपुरम्, उत्तरप्रदेशः	Jaunpur
उदरम्	Magesekk
संस्कृतवाङ्मयम्	Litteratur på sanskrit
समुद्रीय-प्रदूषणम्	Havforurensning
चम्बामण्डलम्	Chamba (distrikt)
कच्छमण्डलम्	Kutch (distrikt)
समाधिपादः	Yogasutra
चिक्कबळ्ळापुरमण्डलम्	Chikballapur (distrikt)
चित्तौडगढमण्डलम्	Chittorgarh (distrikt)
धर्मशास्त्रम्	Dharmashastra
चुरूमण्डलम्	Churu (distrikt)
कठोपनिषत्	Katha upanishad
अयस्कान्तचिकित्सा	Magnetterapi
दार्जिलिङ्गमण्डलम्	Darjeeling (distrikt)
जयपुरमण्डलम्	Jaipur (distrikt)
सातारामण्डलम्	Satara (distrikt)
डाङ्गमण्डलम्	Dang (distrikt)
कामेट् (शिखरम्)	Kamet
नदियामण्डलम्	Nadia (distrikt)
मिर्जापुरमण्डलम्	Mirzapur (distrikt)
गोरखपुरमण्डलम्	Gorakhpur (distrikt)
जवाहरलालनेहरु विश्वविद्यालय	Jawaharlal Nehru-universitetet
गोल्कोण्डदुर्गम्	Golconda-sultanatet
शैलेन्द्रराजवंशः	Sailendra
पर्वतारोहणक्रीडा	Fjellklatring
खरोष्ठी	Kharoṣṭhī
दौसामण्डलम्	Dausa (distrikt)
कथासरित्सागरः	Kathasaritsagara
धौलपुरमण्डलम्	Dholpur (distrikt)
मीनराशिः	Fiskene (stjernetegn)
डुङ्गरपुरमण्डलम्	Dungarpur (distrikt)
देवास	Dewas
सम्भल्पुर मण्डलम्	Sambalpur (distrikt)
विक्रमादित्यः	Kong Vikram og vampyren Baital
गाझिपुरमण्डलम्	Ghazipur (distrikt)
राष्ट्रियस्वयंसेवकसङ्घः	Rashtriya Swayamsevak Sangh
आकाशवाणी(AIR)	All India Radio
वाराणसीमण्डलम्	Varanasi (distrikt)
रायबरेलीमण्डलम्	Raebareli (distrikt)
त्रिपिटकम् (बौद्धदर्शनम्)	Tripitaka
उदयपुरमण्डलम्	Udaipur (distrikt)
विष्णुपुराणम्	Vishnu-Purana
मोरादाबादमण्डलम्	Moradabad (distrikt)
जलपाइगुडिमण्डलम्	Jalpaiguri (distrikt)
कोट्टयममण्डलम्	Kottayam (distrikt)
जौनपुरमण्डलम्	Jaunpur (distrikt)
एर्णाकुलम् मण्डलम्	Ernakulam (distrikt)
हनुमानगढमण्डलम्	Hanumangarh (distrikt)
महाराजागञ्जमण्डलम्	Maharajganj (distrikt)
सुल्तानपुरमण्डलम्	Sultanpur (distrikt)
टिहरीगढवालमण्डलम्	Tehri Garhwal (distrikt)
सीमानियन्त्रणरेखा	Line of Control
दुमका	Dumka
पिङ्गलि वेङ्कय्य	Pingali Venkayya
चालुक्यवंशः	Chalukya-dynastiet
पार्श्वनाथः	Parshva
वर्गः:जर्मनीदेशः	Kategori:Tyskland
वर्गः:रशियादेशः	Kategori:Russland
वर्गः:चीनादेशः	Kategori:Kina
वर्गः:भारतम्	Kategori:India
करौलीमण्डलम्	Karauli (distrikt)
श्रीगङ्गानगरमण्डलम्	Ganganagar (distrikt)
जैसलमेरमण्डलम्	Jaisalmer (distrikt)
सीकरमण्डलम्	Sikar (distrikt)
साङ्गलीमण्डलम्	Sangli (distrikt)
रायचूरुमण्डलम्	Raichur (distrikt)
पूर्वमेदिनीपुर-मण्डलम्	Purba Medinipur (distrikt)
जोधपुरमण्डलम्	Jodhpur (distrikt)
तिरुपतिः	Tirupati (by)
वर्गः:इण्डोनेशियादेशः	Kategori:Indonesia
वर्गः:पाकिस्तानम्	Kategori:Pakistan
वर्गः:विश्वपरम्परास्थानानि	Kategori:Verdensarven
जालौरमण्डलम्	Jalore (distrikt)
झालावाडमण्डलम्	Jhalawar (distrikt)
झुञ्झुनुमण्डलम्	Jhunjhunun (distrikt)
सुबर्नपुर मण्डलम्	Subarnapur (distrikt)
प्रतापगढमण्डलम्, उत्तरप्रदेशः	Pratapgarh (distrikt)
हावडामण्डलम्	Howrah (distrikt)
सवाई माधोपुरमण्डलम्	Sawai Madhopur (distrikt)
नागौरमण्डलम्	Nagaur (distrikt)
मवुमण्डलम्	Mau (distrikt)
युनानिचिकित्सा	Unani
शबरीमलै	Sabarimala
गोपाल स्वरूप पाठक	Gopal Swarup Pathak
मुर्शिदाबादमण्डलम्	Murshidabad (distrikt)
कोडगुमण्डलम्	Kodagu (distrikt)
विश्वभारती-विश्वविद्यालयः	Visva-Bharati-universitetet
प्रतापगढमण्डलम् (राजस्थानम्)	Pratapgarh (distrikt i Rajasthan)
यष्टिकन्दुकक्रीडा	Hockey
नन्दुरबारमण्डलम्	Nandurbar (distrikt)
हैदराबाद्, पाकिस्तानम्	Hyderabad (Sind)
भारतस्य उपराष्ट्रपतिः	Indias visepresident
पठानकोट	Pathankot
उस्मानाबादमण्डलम्	Osmanabad (distrikt)
कौरवाः	Kaurava
भारतीय प्रौद्यौगिकी संस्थानम् बाम्बे	Indian Institute of Technology Mumbai
भारतीय प्रौद्यौगिकी संस्थानम् खरग्पुर्	Indian Institute of Technology Kharagpur
हाथरस	Hathras
बिजापुरमण्डलम्	Bijapur (distrikt i Karnataka)
बुलन्दशहरमण्डलम्	Bulandshahr (distrikt)
लखीमपुरखीरीमण्डलम्	Lakhimpur Kheri (distrikt)
खेडामण्डलम्	Kheda (distrikt)
मेरठमण्डलम्	Meerut (distrikt)
रामनवमी	Ramanavami
चारमीनार्	Charminar
रत्नगिरिमण्डलम्	Ratnagiri (distrikt)
अमरावतीमण्डलम्	Amravati (distrikt)
अङ्गुल्-मण्डलम्	Angul (distrikt)
पोरबन्दरमण्डलम्	Porbandar (distrikt)
हरदोयीमण्डलम्	Hardoi (distrikt)
पूर्वसिक्किममण्डलम्	East Sikkim (distrikt)
साबरकाठामण्डलम्	Sabarkantha (distrikt)
गान्धीनगरमण्डलम्	Gandhinagar (distrikt)
लखनौमण्डलम्	Lucknow (distrikt)
मथुरामण्डलम्	Mathura (distrikt)
इलाहाबादमण्डलम्	Allahabad (distrikt)
एटामण्डलम्	Etah (distrikt)
उत्तरकाशीमण्डलम्	Uttarkashi (distrikt)
गाझियाबादमण्डलम्, भारतम्	Ghaziabad (distrikt)
पञ्चमहालमण्डलम्	Panchmahal (distrikt)
उत्तरसिक्किममण्डलम्	North Sikkim (distrikt)
मुरैना	Morena
कोवलम्	Kovalam
गौतमबुद्धनगरमण्डलम्	Gautam Buddha Nagar (distrikt)
यादगिरिमण्डलम्	Yadgir (distrikt)
बीदरमण्डलम्	Bidar (distrikt)
धारवाडमण्डलम्	Dharwad (distrikt)
नर्मदामण्डलम्	Narmada (distrikt)
सोलापुरमण्डलम्	Solapur (distrikt)
नाशिकमण्डलम्	Nashik (distrikt)
चन्द्रपुरमण्डलम्	Chandrapur (distrikt)
जळगावमण्डलम्	Jalgaon (distrikt)
नैनितालमण्डलम्	Nainital (distrikt)
कोल्हापुरमण्डलम्	Kolhapur (distrikt)
सुरतमण्डलम्	Surat (distrikt)
सहारनपुरमण्डलम्	Saharanpur (distrikt)
पुणेमण्डलम्	Pune (distrikt)
जुनागढमण्डलम्	Junagadh (distrikt)
नवसारीमण्डलम्	Navsari (distrikt)
बागपतमण्डलम्	Baghpat (distrikt)
नागपुरमण्डलम्	Nagpur (distrikt)
चमोलीमण्डलम्	Chamoli (distrikt)
बरेलीमण्डलम्	Bareilly (distrikt)
धुळेमण्डलम्	Dhule (distrikt)
परभणीमण्डलम्	Parbhani (distrikt)
आणन्द	Anand (Gujarat)
गडचिरोलीमण्डलम्	Gadchiroli (distrikt)
यवतमाळमण्डलम्	Yavatmal (distrikt)
वाशिममण्डलम्	Washim (distrikt)
जालनामण्डलम्	Jalna (distrikt)
दक्षिण सिक्किम् मण्डलः	South Sikkim (distrikt)
रुद्रप्रयागमण्डलम्	Rudraprayag (distrikt)
अल्मोडामण्डलम्	Almora (distrikt)
