Աֆրիկա	Afrika
Բենեդիկտ Քամբերբեչ	Benedict Cumberbatch
Լլոյդ Շեփլի	Lloyd Shapley
Բրազիլիայի ֆուտբոլի ֆեդերացիա	Brasils fotballforbund
Ավազամկներ	Ørkenrotter
ԱՄՆ բասկետբոլի ազգային հավաքական	USAs herrelandslag i basketball
Մ.թ.ա. 587	587 f.Kr.
Հերոստրատոս	Herostratos
Ջրանցույց (Սեգովիա)	Akvedukten i Segovia
Ջորջ Մայնոտ	George Minot
Բազա ռազմական	Militærbase
Ֆաբիո Բորինի	Fabio Borini
Անդերս Լինդեգոր	Anders Lindegaard
Քավության նոխազ	Syndebukk
Ռապիդ Բուխարեստ (ֆուտբոլային ակումբ)	Rapid București
Մ.թ.ա. 595	595 f.Kr.
Ֆլորենտինո Պերես	Florentino Pérez
Ուղիղ կեսօրին	Sheriffen (film)
Հարավային Ջորջիայի և Հարավային Սանդվիչյան կղզիների դրոշ	Sør-Georgia og Sør-Sandwichøyenes flagg
Սորբիտ (քիմիա)	Sorbitol
Մ.թ.ա. 598	598 f.Kr.
Խաղողի խխունջ	Vinbergsnegl
Մ.թ.ա. 599	599 f.Kr.
Աշխարհի բժիշկները հանուն միջուկային պատերազմի կանխման	Den internasjonale legeforening mot atomkrig
Լա Լիգա 2008-09 (ֆուտբոլ)	Primera División 2008–2009
Ռիչարդ Բախ	Richard Bach
Կիկլոպյան ամրոց	Kyklopisk mur
Բջջագենետիկա	Cytogenetikk
Եվա Կոպաչ	Ewa Kopacz
Սառցե սիրտը (մուլտֆիլմ)	Frost (film)
Գրանդ-հոթել (ֆիլմ)	Grand Hotel (film)
Վիկտոր Պելևին	Viktor Pelevin
Դուբնա	Dubna (andre betydninger)
Մ.թ.ա. 600	600 f.Kr.
Լիվոնյան պատերազմ	Livlandskrigen
Մ.թ.ա. 601	601 f.Kr.
Անցել է փոքրիկը, անցել է	Gone Baby Gone
Գիշերն անուշ է	Tender is the Night
Մ.թ.ա. 605	605 f.Kr.
Հատած	Cesur
Մեիր Կահանե	Meir Kahane
Միդ շրջան (Կանզաս)	Meade County (Kansas)
Ցելոմ	Sekundær kroppshule
Խեթական պետություն	Hettittenes historie
Վիեննական Երկրորդ Դպրոց	Den andre wienerskole
Մ.թ.ա. 610	610 f.Kr.
Շերման շրջան (Կանզաս)	Sherman County (Kansas)
Օսկարի 85-րդ մրցանակաբաշխություն	Den 85. Oscar-utdelingen
Առու (այլ կիրառումներ)	ARU
Աստերոիդների ընտանիքներ	Asteroidefamilie
Զանգելանի շրջան (Ադրբեջանական ԽՍՀ)	Zəngilan (distrikt)
Կամիլ Դեմուլեն	Camille Desmoulins
Իենի (յուանի) նշան	¥
(5838) Համսուն	5838 Hamsun
Ուինեբագո շրջան (Այովա)	Winnebago County (Iowa)
Օրեստիա	Orestien
Մոհաք	Hanekam (frisyre)
Սանկտ Պետերբուրգի մետրոպոլիտեն	St. Petersburgs metro
Կիր	Kalk
Բլղուր	Bulgur
(4015) Վիլսոն-Հարրինգտոն	4015 Wilson–Harrington
Ալորա (քաղաք)	Álora
Ալվարո Արբելոա	Álvaro Arbeloa
Ալվարու Կունյալ	Álvaro Cunhal
Սաբա (այլ կիրառումներ)	Saba (andre betydninger)
Աստերոիդների ցանկ (12601-12700)	Liste over nummererte småplaneter/12601–12700
Տոկոպիլյա (նահանգ)	Tocopilla (provins)
Իկիկե (նահանգ)	Iquiqueprovinsen
Ազատություն, հավասարություն, եղբայրություն	Liberté, égalité, fraternité
Անխել դի Մարիա	Ángel Di María
Հելոուին	Allehelgensaften
ԽՍՀՄ օրհներգ	Hymne til Sovjetunionen
Սիմարրոն	Cimarron
Հագանա	Haganah
Մարտին Մոնտոյա Տորալբո	Martín Montoya
Այխշտետ	Eichstätt
Լիտվան Մանկական Եվրատեսիլ երգի մրցույթում	Litauen i Junior Eurovision Song Contest
(3711) Էլենսբուրգ	3711 Ellensburg
Ջեֆերսոն շրջան (Օրեգոն)	Jefferson County (Oregon)
Եկատերինա Գամովա	Jekaterina Gamova
Բելայա	Belaja (andre betydninger)
Յունկեր (այլ կիրառումներ)	Junker
ՖԻՖԱ	FIFA
Ճամբար (այլ կիրառումներ)	Lager (øl)
Մարշալ շրջան	Perry County (Alabama)
Վրեժի բռունցքը	Fist of Fury
Վոնոն	Vonones I av Partia
Բետի Ալվեր	Betti Alver
Ղրիմի պատերազմ	Krimkrigen
Երկընտրանք	Dilemma
Տատասկափուշ	Krusetistelslekta
Ռոնի Քոլման	Ronnie Coleman
Եվրոպայում ՅՈՒՆԵՍԿՕ-ի Համաշխարհային ժառանգության օբյեկտների ցանկ	Verdensarven i Europa
Ջեմմա Արտերտոն	Gemma Arterton
Լովատ	Lovat
Խորան	Tabernakelet
Ոսկրատուն	Ossuarium
Պիտեր Բրեյգել Կրտսեր	Pieter Brueghel den yngre
Լիբերթի շրջան (Ֆլորիդա)	Liberty County (Florida)
Էյմսմոնդ	Eemsmond
Արյունածծուկներ	Lusfluer
Ռոբերտ Գրոսետեստ	Robert Grosseteste
Շվանգաու	Schwangau
Ալտյոտինգ	Altötting
Համիլտոն շրջան (Ֆլորիդա)	Hamilton County (Florida)
Ջեֆերսոն շրջան (Կանզաս)	Jefferson County (Kansas)
Բրազիլական աղվես	Hoaryrev
Պոբեդա	Pobeda
Կզըլ Իրմակ	Kızılırmak
Տեկումսեհ	Tecumseh
Կամ (Վերին Պֆալց)	Cham
Գիմնաստիկ Տարրագոնա	Gimnàstic de Tarragona
Արծվապտեր	Einstapeslekten
Բլյուզի փառքի սրահ	Blues Hall of Fame
Դիեգո Սիմեոնե	Diego Simeone
Rai 1	Rai 1
Ստրելնա	Strelna
Աֆրիկայի ազգերի գավաթ 1963	Afrikamesterskapet i fotball 1963
Կասերես	Cáceres
Ճախարակ	Vinsj
Սառա Աարոնսոն	Sarah Aaronsohn
Էլինոր Ֆարջոն	Eleanor Farjeon
Ուստերսբախ	Ustersbach
Բանջո	Banjo
Motorola	Motorola
Ռոլս շրջան (Միսսուրի)	Ralls County
Մուստիերյան մշակույթ	Moustérienkulturen
Ջոն Հենիգան	John Morrison
Օստստելինգվերֆ	Ooststellingwerf
Bon Jovi (խումբ)	Bon Jovi
Մայքլ Ջեքսոնի ալբոմների սկավառակագրություն	Michael Jacksons diskografi
Կաթնաշոռ	Kvarg
Վարս (գիսաստղ)	Kometkoma
(5615) Իսկանդեր	5615 Iskander
Աշխարհի երկրներն ըստ տարածքի	Liste over verdens stater etter areal
Կատեգորիա:Գերմանիայի ընկերություններ	Kategori:Tyske selskaper
Ոզնին մշուշում (անիմացիոն ֆիլմ)	Pinnsvinet i tåka
Նիրվանա (այլ կիրառումներ)	Nirvana (andre betydninger)
ՈՒԵՖԱ Եվրո	Europamesterskapet i fotball
Քատուսա շրջան (Ջորջիա)	Catoosa County
Մենախոսություն	Monolog
Դմանիս	Dmanisi
Կարատ	Karat (masseenhet)
Խառնամուսնություն	Promiskuitet
Գրանդի շրջան (Իլինոյս)	Grundy County (Illinois)
Դիեգո Ֆորլան	Diego Forlán
Լոդերդեյլ շրջան	Lauderdale County (Alabama)
Բազմաբնույթ մտածողության տեսություն	De mange intelligenser
Լեհաստանը Եվրատեսիլ երգի մրցույթում	Polen i Eurovision Song Contest
Գլիցինիա	Wisteria
Ռեալիզմ (այլ կիրառումներ)	Realisme
187 (թիվ)	187 (tall)
Հեղինակային իրավունք	Opphavsrett
ORF	ORF
Դիֆիրամբ	Dityrambe
KIKA	KiKA
Ֆյուսեն	Füssen
Մանաթի շրջան (Ֆլորիդա)	Manatee County
Բլեզ դե Վիժեներ	Blaise de Vigenère
Կրեմլ	Kreml
Վաշինգտոն շրջան (Ֆլորիդա)	Washington County (Florida)
Նոտա	Note
Stay (երգ, Թուջի)	Stay
Ջին Շարփ	Gene Sharp
Ամերիկյան դաշտաղվես	Prærierev
Ալեխանդրո Խոդորովսկի	Alejandro Jodorowsky
Նու մետալ	Nu metal
Մոնրո շրջան (Ֆլորիդա)	Monroe County (Florida)
Լիբանիոս	Libanios
Emperor	Emperor
Ուգրա (գետ)	Ugra
Ադրիանո Գալլիանի	Adriano Galliani
Էմիլ Բերնար	Émile Bernard
Ստորսեզանդետի կամուրջ	Storseisundet bru
Պերգոլա	Pergola
Աստերոիդների ցանկ (9901-10000)	Liste over nummererte småplaneter/9901–10000
Կանաչ ջրիմուռներ	Grønnalger
Վերա Ֆարմիգա	Vera Farmiga
Ներս թող ինձ: Սագա	Let Me In (film)
Հենկոկ շրջան (Իլինոյս)	Hancock County (Illinois)
Գրախոսություն	Anmeldelse
Ռեդ Դոթ	Red Dot Design Award
Բեգինաժ	De flamske beginerhusene
Իմանդրա	Imandra
Օբերստդորֆ	Oberstdorf
Ծականաձկներ	Sandsmetter
Ուեյն շրջան (Միսսիսիպի)	Wayne County (Mississippi)
Ուեյն Ռունի	Wayne Rooney
Բասֆլեյտա	Bassfløyte
Ռուրի ապստամբություն	Ruhroppstanden
Պորտուգալիայի ֆուտբոլի ազգային հավաքական	Portugals herrelandslag i fotball
Աստերոիդների ցանկ (14101-14200)	Liste over nummererte småplaneter/14101–14200
Ռուսաստանի ազգային գրադարան	Det russiske nasjonalbiblioteket
Պոստստրուկտուրալիզմ	Poststrukturalisme
Ըսպարտայի նահանգ	Isparta (provins)
The Ultimate Collection	The Ultimate Collection
Չակ Պալանիկ	Chuck Palahniuk
Թերեզ Ռաքեն	Thérèse Raquin
Ֆարերյան կղզիների ֆուտբոլի ազգային հավաքական	Fótbóltssamband Føroya
Ատոպիկ դերմատիտ	Atopisk eksem
Նիվա (Էստոնիայի շրջան)	Nõva kommune
Մոնտգոմերի շրջան (Կենտուկի)	Montgomery County (Kentucky)
Քյազըմ Կարաբեքիր	Kâzım Karabekir
Ջրալվեր	Dafnier
Քեմալականություն	Kemalisme
Քիթցինգեն	Kitzingen
Պրեմիեր Լիգա 2005-06 (Անգլիա)	FA Premier League 2005–06
Սիմոնոսեկիի պայմանագիր	Shimonosekitraktaten
SHINee	SHINee
Միշտ ասա «Այո»	Yes Man
Մոսկվայի մետրոյի պայթյուններ (2010)	Bombeangrepet ved T-banen i Moskva 2010
Նյուրի	Newry
Հոդեյդա	Hodeidah
Jazz (ալբոմ)	Jazz (album)
Փոլ Ուեսլի	Paul Wesley
Ջեսսի Սպենսեր	Jesse Spencer
Գվատեմալայի ֆուտբոլի ազգային հավաքական	Guatemalas herrelandslag i fotball
Մայքլ Վարդան	Michael Vartan
Ջան Կարլո Մենոտտի	Gian Carlo Menotti
Վիկտոր Գարբեր	Victor Garber
Գրենադայի ֆուտբոլի ազգային հավաքական	Grenadas herrelandslag i fotball
Ժորժ Օգյուստ Կուտոն	Georges Couthon
Անձնային խանգարում	Personlighetsforstyrrelse
Եվմենոս II	Eumenes II av Pergamon
Եվրոպական ճահճահովվիկ	Sumprikse
Տիղմ	Silt
Լիմբոս	Limbo
Ռեգբիի Աշխարհի Առաջնություն 2011	Verdensmesterskapet i rugby union 2011
Էլիֆ Շաֆաք	Elif Shafak
Մեներգ	Solo (musikk)
Տելլուս	Tellus (gudinne)
Ծագման հանգույցի երկայնություն	Lengden til oppstigende knute
Փոքրիկ ճուտիկը	Lille kylling
Ալսու	Alsou
Գարեգին Բ Ոսկեհատցի	Garegin II Nersisian
Մեթյու Առնոլդ	Matthew Arnold
Age of Mythology	Age of Mythology
Հերկուլես (մուլտֆիլմ)	Herkules (film)
Մատիտեղ	Tungras
Ուղեծրային ռեզոնանս	Baneresonans
Գլեն շրջան (Կալիֆորնիա)	Glenn County
Քոլուսա շրջան (Կալիֆորնիա)	Colusa County
Քալավերաս շրջան (Կալիֆորնիա)	Calaveras County
Խոտակերներ (միջատների դաս)	Støvlus
Շառլ լը Բրեն	Charles Le Brun
Անձի հոգեբանություն	Personlighetspsykologi
Միստր Օլիմպիա	Mr. Olympia
Խարամ	Slagg
Ուսանողական սպորտաձևերի ազգային ասոցիացիա	National Collegiate Athletic Association
Տհիտ Կուանգ Դիկ	Thích Quảng Đức
Պետական բյուջե	Statsbudsjett
Գիլբերտի կղզիներ	Gilbertøyene
Ջորջ Նաթանիել Քերզոն	George Nathaniel Curzon, 1. marki Curzon av Kedleston
Ֆրեզնո շրջան (Կալիֆորնիա)	Fresno County
Իզոպրեն	Isopren
Պրոկրուստյան մահիճ	Prokrustesseng
Մաթեմատիկական ֆիզիկայի հավասարումներ	Partielle differensialligninger
Հիպերգլիկեմիա	Hyperglykemi
Դեյանիրա (դիցաբանական էակ)	Deianeira
Սննդային թունավորումներ	Matforgiftning
Գեշտալդ հոգեբանություն	Gestaltpsykologi
Աստվածների մայրամուտը	Götterdämmerung
Ջեք Ուայթ	Jack White
Տրիպոլիի կոմսություն	Grevskapet Tripoli
Թևեր (ֆիլմ)	Wings (film)
Կիտագավա Ուտամարո	Utamaro
Օֆշորային գոտի	Skatteparadis
Կայծեր աչքերից	I skuddlinjen (James Bond)
Դին Կունց	Dean Koontz
Էտիեն Բոննոդը Կոնդիլյակ	Étienne Bonnot de Condillac
Տիտոս Անդրոնիկոս	Titus Andronicus
Հենրիկ Վենյավսկի	Henryk Wieniawski
Վան Մորիսոն	Van Morrison
Սցինկներ	Skinker
Դենդրարիում	Arboret
Մամլո ասուլիս	Pressekonferanse
Մո Ցզի	Mo Zi
Գլոբուս (թատրոն)	Globe Theatre
Մոլեկուլային ամպ	Molekylsky
Աթաբասկա (լիճ)	Athabascasjøen
Գարի Մարկովից	Harry Markowitz
Ջոն Հարշանյի	John Harsanyi
Kasabian	Kasabian
Ուիլյամ Արթուր Լյուիս	Arthur Lewis
Դեդի Յանկի	Daddy Yankee
Ջրաշխարհ (ֆիլմ)	Waterworld
Արևմտյան ռազմաճակատում անփոփոխ է (ֆիլմ, 1930)	Intet nytt fra Vestfronten (1930)
Ուղեծրի էլեմենտներ	Baneelement
Չանքըրը (նահանգ)	Çankırı (provins)
Դեյվիդ Միլիբենդ	David Miliband
Չատոնու Թեփիսի	Çayönü Tepesi
Տակնա	Tacna
Մեֆիստոֆելես	Mefistofeles
Նատալյա Օբմոչևա	Natalija Obmotsjajeva
Կախոց	Hjuloppheng
Ֆերնանդո Բոտերո	Fernando Botero
Կարմիր լապտերների թաղամաս	Red-light district
Սերվիտուտ	Servitutt
Քրոնոս	Chronos
Հարավաֆրիկյան աղվես	Kapprev
Ջո Դասեն	Joe Dassin
Չորում (նահանգ)	Çorum (provins)
Ռոբերտ Պատրիկ	Robert Patrick
Սիմոնիդես Քիոսացի	Simonides fra Keos
Տնտեսական համակարգ	Økonomisk system
Եռանկյունաչափական նույնություններ	Liste over trigonometriske identiteter
Տամպիկո	Tampico
Պապիաս Հիերապոլսեցի	Papias
Ար Քելլի	R. Kelly
Սկավառակագրություն	Diskografi
Ճագարամկներ	Hoppemusfamilien
Կլիպեր	Klipper
Հուշարձանների և տեսարժան վայրերի պահպանման միջազգային խորհուրդ	ICOMOS
Լիզոցիմ	Lysozym
Նորմալ	Normalvektor
Ռոդ Սթայգեր	Rod Steiger
Ջորջ Ուիպլ	George Whipple
Հակիմ Օլաջուվոն	Hakeem Olajuwon
Մուրացկանություն	Tigging
Ներարկիչ	Sprøyte
Սիբիլլաներ	Sibylle
Բուլղարիան Եվրատեսիլ երգի մրցույթում	Bulgaria i Eurovision Song Contest
Ուկրաինան Եվրատեսիլ երգի մրցույթում	Ukraina i Eurovision Song Contest
Բոսնիա և Հերցեգովինան Եվրատեսիլ երգի մրցույթում	Bosnia-Hercegovina i Eurovision Song Contest
Memento mori	Memento mori
Էսիխա (քաղաք)	Écija
Օմո (գետ)	Omo (Etiopia)
Քիմիական սինթեզ	Syntese (kjemi)
Բիրթե Վիլկե	Birthe Wilke
Շաղկապենաբորբ	Konjunktiva
Զիմմի	Dhimmi
Բեսթսելլեր	Bestselger
Կրկնագիր	Palimpsest
Ուիլյամ Շարփ	William Sharpe
Թոմսոնի ատոմի մոդել	Thomsons rosinbollemodell
Ձվածեղ	Speilegg
Սատանա քշողը	Exorcisten
Fly to the Rainbow	Fly to the Rainbow
Ռաժոն Ռոնդո	Rajon Rondo
Սինտոմիցին	Kloramfenikol
Recovery	Recovery
Ալեքսանդր Միլերան	Alexandre Millerand
Պորտալ (համակարգչային խաղ)	Portal (spill)
Hail to the Thief	Hail to the Thief
Մողոք	Molok
Օստին Հենրի Լայարդ	Austen Henry Layard
Scratch	Scratch
Մարուան Ֆելաինի	Marouane Fellaini
Վիտոլդ Գոմբռովիչ	Witold Gombrowicz
Ավստրալիա (ֆիլմ)	Australia (film)
Լուոլ Դենգ	Luol Deng
Էքստերնալ	Eksternaliteter
Հիպոտոնիա	Hypotensjon
Հրեաների պաշտպանության լիգա	Jewish Defense League
Տեքստաբանություն	Tekstkritikk
Կեսար (աղցան)	Cæsarsalat
Ալչինա (օպերա)	Alcina
Աղստևի շրջան	Ağstafa (distrikt)
Աղդաշի շրջան	Ağdaş (distrikt)
Hot Space	Hot Space
Flash Gordon	Flash Gordon (album)
Մանկական Եվրատեսիլ 2013 երգի մրցույթ	Junior Eurovision Song Contest 2013
Վերկա Սերդյուչկա	Verka Serduchka
Մարկ Գասոլ	Marc Gasol
Արաբական ցեղերի տեղաշարժերը միջին դարերում	De islamske erobringene
Էլեոնորա Դուզե	Eleonora Duse
Ֆրենսիս Էլիզա Բյորնեթ	Frances Hodgson Burnett
Կոկե (ֆուտբոլիստ)	Jorge Resurrección Merodio
Սերիա Ա 2010-11 (Իտալիա)	Serie A 2010–2011
Ջո Մանտենյա	Joe Mantegna
Բեզե	Marengs
Camp Rock 2: Վերջնական համերգ	Camp Rock 2: The Final Jam
Յոհան Հայզինգա	Johan Huizinga
Դանիայի զինված ուժեր	Danmarks forsvar
Արել Սկաթ	Harel Skaat
Հրեշներ	Monster
Կոշտուկ	Vannblemme
Փոլ Ռադ	Paul Rudd
Բորգարնես	Borgarnes
Նուն	Nun
Անհնարինը (ֆիլմ, 2012)	The Impossible
Իսքենդերուն ծոց	İskenderunbukta
ՍԵԱՏՕ	SEATO
92 (թիվ)	92 (tall)
Ուկրաինայի աշխարհագրություն	Ukrainas geografi
(2000) Հերշել	2000 Herschel
Ա*	A*
Լա մինոր	A-moll
Վիգվամ	Wigwam
Կառլոս Դելֆինո	Carlos Delfino
Հեշթեգ	Emneknagg
Բավարիայի ռադիո	Bayerischer Rundfunk
Դևիդ Սկոտ	David R. Scott
Ա. Լաուրենտ	A. Laurent
Տարտու (օդանավակայան)	Tartu lufthavn
84 (թիվ)	84 (tall)
Կամուրջ դեպի Տերաբիթիա	Broen til Terabithia (film)
Ջիմ Հոգ շրջան (Տեխաս)	Jim Hogg County
Մյուոնային նեյտրինո	Myonnøytrino
Ֆուտբոլի Անգլիայի գավաթ 1969-70	FA-cupen 1969/70
Ծիածանաբորբ	Uveitt
96 (թիվ)	96 (tall)
Բադ Տյոլց	Bad Tölz
Սեմինոլ շրջան (Ֆլորիդա)	Seminole County (Florida)
Հարձակվող (ֆուտբոլ)	Angriper (fotball)
Քալամ	Kalam
189 (թիվ)	189 (tall)
Կողագիծ	Sidelinjeorgan
Գազել	Gasel
Հառլոու Շեփլի	Harlow Shapley
Օսմանիյեի նահանգ	Osmaniye (provins)
Լուսավախություն	Lysømfintlighet
STS-29	STS-29
Երգեհոն	Pipeorgel
Տրիո	Trio
Օսկար լավագույն մոնտաժի համար	Oscar for beste filmklipp
Տրեսկո	Tresco
Մեգան Օրի	Meghan Ory
BIGBANG	Bigbang (sørkoreansk band)
43 (թիվ)	43 (tall)
Վլադիմիր Սոլովյով (փիլիսոփա)	Vladimir Solovjov
Mr. President	Mr. President
Չեխական գրականություն	Tsjekkisk litteratur
Հակատանկային կառավարվող հրթիռ	Panservernmissil
Էստեբան Գրաներո	Esteban Granero
Ալ-Ռակկա	Ar-Raqqah
Միխայիլ Սուսլով	Mikhail Suslov
Եկեղեցիների Համաշախարհային Խորհուրդ	Kirkenes Verdensråd
Նիքոլաս շրջան (Արևմտյան Վիրջինիա)	Nicholas County (Vest-Virginia)
Կարքեմիշ	Karkemisj
Դիխիլ (երկրամաս)	Dikhil (region)
Սուլայման (խալիֆա)	Sulaymān ibn ʿAbd al-Malik
Մարտին շրջան (Մինեսոտա)	Martin County (Minnesota)
Ջեյսոն Բեյթման	Jason Bateman
Ռաքուել Ռաստենի	Raquel Rastenni
Ռենե Ադոր	Renée Adorée
Լեյլա Ալիևա (հաղորդավարուհի)	Leyla Aliyeva
Ռայտ շրջան (Միսսուրի)	Wright County (Missouri)
148 (թիվ)	148 (tall)
Կումուլյատիվ էֆեկտ	Hulladning
Լատահ շրջան (Այդահո)	Latah County
Վերադրման սկզբունք	Superposisjonsprinsippet
87 (թիվ)	87 (tall)
Գալագո	Galago
Քեթի Բերբերյան	Cathy Berberian
Բելառուսը Մանկական Եվրատեսիլ երգի մրցույթում	Hviterussland i Junior Eurovision Song Contest
Լյուիս Մայլսթոուն	Lewis Milestone
Highway to Hell (ալբոմ)	Highway to Hell
Տորդեսիլյաս	Tordesillas
Մեդեա (Եվրիպիդես)	Medeia (skuespill)
Ջոնի Գրինվուդ	Jonny Greenwood
Նոյ (ֆիլմ, 2014)	Noah (film)
ABC (այլ կիրառումներ)	ABC
Աբբաս II Սեֆի	Abbas II (Persia)
Հրթիռային վառելիք	Rakettdrivstoff
Իսթախրի	Istakhri
Ռոբերտ Մերտոն	Robert C. Merton
Պարինակոտա (նահանգ)	Parinacota (provins)
2009թ. NBA դրաֆթ	2009 NBA-draftet
Ռուս-թուրքական պատերազմ (1828-1829)	Den russisk-tyrkiske krig (1828–1829)
Առաքելությունն անիրագործելի է 3	Mission: Impossible III
Մագնեզիումի սուլֆատ	Magnesiumsulfat
El Sueño de Morfeo	El Sueño de Morfeo
Բրդի	Birdy (musiker)
Օկա (Անգարայի վտակ)	Oka (sideelv til Angara)
Յուկկա Նևալայնեն	Jukka Nevalainen
Ագնոստիցիզմ	Agnostisisme
Ոչ մի տեղ չտանող խճուղին	Lost Highway
Էթիեն Բաքրո	Étienne Bacrot
Շարժա	Sharjah (by)
Մերիս շրջան (Միսսուրի)	Maries County
Միսսո (Էստոնիայի շրջան)	Misso kommune
Դևիդ Սթար Ջորդան	David Starr Jordan
162 (թիվ)	162 (tall)
54 (թիվ)	54 (tall)
Բասկետբոլի փառքի սրահ	Basketball Hall of Fame
Ալեքսանդր Եգորով	Aleksandr Jegorov
SVT1	SVT 1
Ֆեդերիկո Բալցարետտի	Federico Balzaretti
Էմանուել Ժոզեֆ Սիյես	Emmanuel-Joseph Sieyès
Մարիո Դրագի	Mario Draghi
Սթիվ Մաքմանաման	Steve McManaman
Ստեֆան Յովետիչ	Stevan Jovetić
Մասուտացու Օյամա	Masutatsu Oyama
AMC (հեռուստաալիք)	AMC (TV-kanal)
Նարսես	Narses
Անդրեյ Կիրիլենկո (բասկետբոլիստ)	Andrej Kirilenko
Սիմոն Մոգ	Simon Magus
Ավլոս Գելլիուս	Aulus Gellius
Աթենեոս	Athenaios
Միստր Թի	Mr. T
Գյուստավ Կայբոտ	Gustave Caillebotte
Հիրոո Օնոդա	Hiroo Onoda
Ստեֆան Հենդրի	Stephen Hendry
Լեննոքս Լյուիս	Lennox Lewis
Ջոն Հիգինս	John Higgins
Ջորջ Էդուարդ Մուր	G. E. Moore
Կարոլ Շիմանովսկի	Karol Szymanowski
Ֆրենկ Դարաբոնտ	Frank Darabont
Գոռ Վերբինսկի	Gore Verbinski
Հենրի Քավիլ	Henry Cavill
Ալեքս Պետիֆեր	Alex Pettyfer
Լայոնել Բերիմոր	Lionel Barrymore
Մայրոն Շոուլզ	Myron Scholes
Ռոբերտ Ինգլ	Robert F. Engle
Ուիլյամ Վիքրի	William Vickrey
Վեռնոն Սմիթ	Vernon L. Smith
Ջոնի Գալեկի	Johnny Galecki
Լոուրենս Քլեյն	Lawrence Klein
Թոմ Հիդելսթոն	Tom Hiddleston
Պոլ Լուի Շառլ Մարի Կլոդել	Paul Claudel
Էդգար Միթչել	Edgar Mitchell
Բրայան Ջոնսոն	Brian Johnson
Անապատային աղվես	Rüppells rev
Լիսանդրո Լոպես	Lisandro López
Պարմենիոն	Parmenion
Բեն Գազզարա	Ben Gazzara
Կտեսիաս Կնիդացի	Ktesias fra Knidos
Դեմբա Բա	Demba Ba
Առե (այլ կիրառումներ)	ARE
Ջոնաթան Վուդգեյթ	Jonathan Woodgate
Ալիստեր Դարլինգ	Alistair Darling
Կարդենաս-ի-դել-Ռիո	Lázaro Cárdenas del Río
Տոնի Բեննետ	Tony Bennett
Էնրիկե Պենիա Նիտո	Enrique Peña Nieto
Կառլոս Ռուիս Սաֆոն	Carlos Ruiz Zafón
Էնդրյու Լինքոլն	Andrew Lincoln
Ձիթենի	Olea
Գեորգի Լվով	Georgij Lvov
Չեյս Քրոուֆորդ	Chace Crawford
Ալեկսեևկա	Aleksejevka
Թարախահաններ	Oljebiller
Թայսոն Չենդլեր	Tyson Chandler
Տիբերիոս և Գայոս Գրակքոսներ	Gaius Gracchus
Էդ Վեստվիկ	Ed Westwick
Քերրի Քինգ	Kerry King
Քևին Լավ	Kevin Love
Դևիդ Մոյես	David Moyes
Անտոն Մակարենկո	Anton Makarenko
Ջակոմո դա Վինյոլա	Giacomo Barozzi da Vignola
Էնոլոգիա	Ønologi
Ամբրուազ Թոմա	Ambroise Thomas
Ալդաիր	Aldair
Հիպոլիտ Տեն	Hippolyte Taine
Եվգենի Եվտուշենկո	Jevgenij Jevtusjenko
Առնոլդ Վոսլու	Arnold Vosloo
Քրիս Փեն	Chris Penn
Նատալի Սառոտ	Nathalie Sarraute
Միհրդատ Բ Պարթև	Mitridates II av Partia
Ազիմո	Asimo robot
Դիոսկորիդես	Dioskorides
Ապպիոս Կլավդիոս	Appius Claudius Caecus
Ռիք Ռոս	Rick Ross
Խոսե դը Ռիբերա	José de Ribera
Կիաքսար	Kyaxares
Էրեսունդի կամուրջ	Øresundsforbindelsen
Կյուրոս Կրտսեր	Kyros den yngre
Ատակամա (այլ կիրառումներ)	Atacama
Ջոն Հաննա	John Hannah
Մայքլ Շին	Michael Sheen
Յակով Սվերդլով	Jakov Sverdlov
Նիզամ ալ-Մուլք	Nizam al-Mulk
Ջամալ ադ-Դին ալ-Աֆղանի	Sayed Jamaluddin Afghani
Դերոն Ուիլյամս	Deron Williams
Նիք Վույչիչ	Nick Vujicic
Միջնորմ	Partisjon
Սանտյագո Կարիլիո	Santiago Carrillo Solares
Ալկման	Alkman
Կոնստանտին Պյատս	Konstantin Päts
Վռամ Ե	Bahram V av Persia
Դեննի Այելլո	Danny Aiello
Բրայան Դենիելսոն	Bryan Danielson
Նիկոլայ Վատուտին	Nikolaj Vatutin
Լիդդել Հարտ	Basil Liddell Hart
Մայքլ Ադամս	Michael Adams
A Friend In London	A Friend In London
A Girl like Me (ալբոմ, Ռիհաննա)	A Girl Like Me
A Kind of Magic	A Kind of Magic
A Little Bit Longer	A Little Bit Longer
Ա էն Հունզե	Aa en Hunze
Air Baltic	AirBaltic
Վիննի (Էստոնիայի շրջան)	Vinni kommune
Սիգերու Իոսիդա	Shigeru Yoshida
Լաչինի շրջան (Ադրբեջանական ԽՍՀ)	Laçın (distrikt)
Տրանսգրեսիա	Transgresjon
Ֆրենսիս Բրեթ Հարթ	Bret Harte
Հարդին շրջան (Թենեսի)	Hardin County (Tennessee)
(1958) Չանդրա	1958 Chandra
Աարոն Փոլ	Aaron Paul
Մանդոլին	Mandolin
Աարոն Շվարց	Aaron Swartz
Նասրեդին Թուսի	Al-Tûsi
Աարոն Բեկ	Aaron Beck
Լինկոլն շրջան (Օրեգոն)	Lincoln County (Oregon)
Թալադեգա շրջան	Talladega County
Ներսկայա (գետ)	Nerskaja
